CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2025-31466,WordPress Duplicate Page and Post <= 1.0 - SQL Injection Vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Falcon Solutions Duplicate Page and Post allows Blind SQL Injection. This issue affects Duplicate Page and Post: from n/a through 1.0.,8.5,Falcon Solutions,Duplicate Page and Post,2025-03-28T11:54:06.197Z,no,1.0,CWE-89,1.0
CVE-2025-31469,WordPress Clear Sucuri Cache <= 1.4 - Broken Access Control Vulnerability,Missing Authorization vulnerability in webrangers Clear Sucuri Cache allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Clear Sucuri Cache: from n/a through 1.4.,5.3,webrangers,Clear Sucuri Cache,2025-03-28T11:54:05.439Z,no,1.0,CWE-862,1.0
CVE-2025-31470,WordPress Page Takeover <= 1.1.6 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in FancyThemes Page Takeover allows Stored XSS. This issue affects Page Takeover: from n/a through 1.1.6.,5.9,FancyThemes,Page Takeover,2025-03-28T11:54:04.803Z,no,1.0,CWE-79,1.0
CVE-2025-31471,WordPress Duplicate Page and Post <= 1.0 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Falcon Solutions Duplicate Page and Post allows Stored XSS. This issue affects Duplicate Page and Post: from n/a through 1.0.,5.9,Falcon Solutions,Duplicate Page and Post,2025-03-28T11:54:04.185Z,no,1.0,CWE-79,1.0
CVE-2025-31472,WordPress Flatty <= 2.0.0 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Michele Marri Flatty allows Stored XSS. This issue affects Flatty: from n/a through 2.0.0.,5.9,Michele Marri,Flatty,2025-03-28T11:54:03.559Z,no,1.0,CWE-79,1.0
CVE-2025-31473,WordPress WP Database Optimizer <= 1.2.1.3 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in matthewprice1178 WP Database Optimizer allows Stored XSS. This issue affects WP Database Optimizer: from n/a through 1.2.1.3.,5.9,matthewprice1178,WP Database Optimizer,2025-03-28T11:54:02.878Z,no,1.0,CWE-79,1.0
CVE-2025-31474,WordPress WP Database Optimizer <= 1.2.1.3 - Cross Site Request Forgery (CSRF) Vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in matthewprice1178 WP Database Optimizer allows Cross Site Request Forgery. This issue affects WP Database Optimizer: from n/a through 1.2.1.3.,4.3,matthewprice1178,WP Database Optimizer,2025-03-28T11:54:02.063Z,no,1.0,CWE-352,1.0
CVE-2025-31515,,,,,,,,,,
CVE-2025-31516,,,,,,,,,,
CVE-2025-31517,,,,,,,,,,
CVE-2025-31518,,,,,,,,,,
CVE-2025-31519,,,,,,,,,,
CVE-2025-31520,,,,,,,,,,
CVE-2025-31521,,,,,,,,,,
CVE-2025-31522,,,,,,,,,,
CVE-2025-31523,,,,,,,,,,
CVE-2025-31525,WordPress WP Mobile Bottom Menu plugin <= 1.2.9 - Broken Access Control vulnerability,Missing Authorization vulnerability in WP Messiah WP Mobile Bottom Menu allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP Mobile Bottom Menu: from n/a through 1.2.9.,4.3,WP Messiah,WP Mobile Bottom Menu,2025-04-01T20:58:11.191Z,no,1.0,CWE-862,1.0
CVE-2025-31526,WordPress Behance Portfolio Manager plugin <= 1.7.4 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in eleopard Behance Portfolio Manager allows SQL Injection. This issue affects Behance Portfolio Manager: from n/a through 1.7.4.,8.5,eleopard,Behance Portfolio Manager,2025-03-31T12:55:06.216Z,no,1.0,CWE-89,1.0
CVE-2025-31527,WordPress WP Link Preview plugin <= 1.4.1 - Server Side Request Forgery (SSRF) vulnerability,Server-Side Request Forgery (SSRF) vulnerability in Kishan WP Link Preview allows Server Side Request Forgery. This issue affects WP Link Preview: from n/a through 1.4.1.,6.4,Kishan,WP Link Preview,2025-03-31T12:55:06.768Z,no,1.0,CWE-918,1.0
CVE-2025-31528,WordPress StaticPress plugin <= 0.4.5 - Broken Access Control vulnerability,Missing Authorization vulnerability in wokamoto StaticPress allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects StaticPress: from n/a through 0.4.5.,4.3,wokamoto,StaticPress,2025-03-31T12:55:07.320Z,no,1.0,CWE-862,1.0
CVE-2025-31529,WordPress Slider Path for Elementor plugin <= 3.0.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in Rashid Slider Path for Elementor allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Slider Path for Elementor: from n/a through 3.0.0.,4.3,Rashid,Slider Path for Elementor,2025-03-31T12:55:07.854Z,no,1.0,CWE-862,1.0
CVE-2025-31530,WordPress Google SEO Pressor Snippet plugin <= 2.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in smackcoders Google SEO Pressor Snippet allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Google SEO Pressor Snippet: from n/a through 2.0.,4.3,smackcoders,Google SEO Pressor Snippet,2025-03-31T12:55:08.439Z,no,1.0,CWE-862,1.0
CVE-2025-31531,WordPress History Log by click5 plugin <= 1.0.13 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in click5 History Log by click5 allows SQL Injection. This issue affects History Log by click5: from n/a through 1.0.13.,9.3,click5,History Log by click5,2025-04-01T20:58:11.354Z,no,1.0,CWE-89,1.0
CVE-2025-31532,WordPress AtomChat plugin <= 1.1.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Team AtomChat AtomChat allows Stored XSS. This issue affects AtomChat: from n/a through 1.1.6.,6.5,Team AtomChat,AtomChat,2025-03-31T12:55:08.968Z,no,1.0,CWE-79,1.0
CVE-2025-31533,WordPress Salesmate Add-On for Gravity Forms plugin <= 2.0.3 - Broken Access Control vulnerability,Missing Authorization vulnerability in Salesmate.io Salesmate Add-On for Gravity Forms allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Salesmate Add-On for Gravity Forms: from n/a through 2.0.3.,5.3,Salesmate.io,Salesmate Add-On for Gravity Forms,2025-03-31T12:55:09.488Z,no,1.0,CWE-862,1.0
CVE-2025-31534,WordPress Shopper plugin <= 3.2.5 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in shopperdotcom Shopper allows SQL Injection. This issue affects Shopper: from n/a through 3.2.5.,9.3,shopperdotcom,Shopper,2025-04-01T20:58:11.644Z,no,1.0,CWE-89,1.0
CVE-2025-31535,WordPress Simple Owl Carousel plugin <= 1.1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in PressTigers Simple Owl Carousel allows DOM-Based XSS. This issue affects Simple Owl Carousel: from n/a through 1.1.1.,6.5,PressTigers,Simple Owl Carousel,2025-03-31T12:55:10.041Z,no,1.0,CWE-79,1.0
CVE-2025-31537,WordPress Bulk NoIndex & NoFollow Toolkit plugin <= 2.16 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in madfishdigital Bulk NoIndex & NoFollow Toolkit allows Reflected XSS. This issue affects Bulk NoIndex & NoFollow Toolkit: from n/a through 2.16.,7.1,madfishdigital,Bulk NoIndex & NoFollow Toolkit,2025-04-01T20:58:11.858Z,no,1.0,CWE-79,1.0
CVE-2025-31538,WordPress Checklist plugin <= 1.1.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in checklistcom Checklist allows Stored XSS. This issue affects Checklist: from n/a through 1.1.9.,6.5,checklistcom,Checklist,2025-03-31T12:55:10.648Z,no,1.0,CWE-79,1.0
CVE-2025-31539,WordPress Cryptocurrency Widgets Pack plugin <= 2.0.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in Blocksera Cryptocurrency Widgets Pack allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Cryptocurrency Widgets Pack: from n/a through 2.0.1.,6.5,Blocksera,Cryptocurrency Widgets Pack,2025-03-31T12:55:11.206Z,no,1.0,CWE-862,1.0
CVE-2025-31540,WordPress ACME Divi Modules plugin <= 1.3.5 - Broken Access Control vulnerability,Missing Authorization vulnerability in acmemediakits ACME Divi Modules allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects ACME Divi Modules: from n/a through 1.3.5.,4.3,acmemediakits,ACME Divi Modules,2025-03-31T12:55:11.719Z,no,1.0,CWE-862,1.0
CVE-2025-31542,WordPress My auctions allegro plugin <= 3.6.20 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in wphocus My auctions allegro allows Blind SQL Injection. This issue affects My auctions allegro: from n/a through 3.6.20.,8.5,wphocus,My auctions allegro,2025-03-31T12:55:12.286Z,no,1.0,CWE-89,1.0
CVE-2025-31543,WordPress Twice Commerce plugin <= 1.3.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Twice Commerce Twice Commerce allows DOM-Based XSS. This issue affects Twice Commerce: from n/a through 1.3.1.,6.5,Twice Commerce,Twice Commerce,2025-03-31T12:55:12.863Z,no,1.0,CWE-79,1.0
CVE-2025-31544,WordPress Swiss Toolkit For WP plugin <= 1.3.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in WP Messiah Swiss Toolkit For WP allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Swiss Toolkit For WP: from n/a through 1.3.0.,4.3,WP Messiah,Swiss Toolkit For WP,2025-03-31T12:55:13.444Z,no,1.0,CWE-862,1.0
CVE-2025-31545,WordPress Safe Ai Malware Protection for WP plugin <= 1.0.20 - Broken Access Control vulnerability,Missing Authorization vulnerability in WP Messiah Safe Ai Malware Protection for WP allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Safe Ai Malware Protection for WP: from n/a through 1.0.20.,5.4,WP Messiah,Safe Ai Malware Protection for WP,2025-03-31T12:55:13.987Z,no,1.0,CWE-862,1.0
CVE-2025-31546,WordPress Swiss Toolkit For WP plugin <= 1.3.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in WP Messiah Swiss Toolkit For WP allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Swiss Toolkit For WP: from n/a through 1.3.0.,4.3,WP Messiah,Swiss Toolkit For WP,2025-03-31T12:55:14.507Z,no,1.0,CWE-89,1.0
CVE-2025-31547,WordPress Uptime Robot Plugin for WordPress plugin <= 2.3 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Aphotrax Uptime Robot Plugin for WordPress allows SQL Injection. This issue affects Uptime Robot Plugin for WordPress: from n/a through 2.3.,8.5,Aphotrax,Uptime Robot Plugin for WordPress,2025-03-31T12:55:15.105Z,no,1.0,CWE-89,1.0
CVE-2025-31548,WordPress Ultimate Push Notifications plugin <= 1.1.8 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in M. Tuhin Ultimate Push Notifications allows Reflected XSS. This issue affects Ultimate Push Notifications: from n/a through 1.1.8.,7.1,M. Tuhin,Ultimate Push Notifications,2025-04-01T20:58:11.990Z,no,1.0,CWE-79,1.0
CVE-2025-31549,WordPress Fusion plugin <= 1.6.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Agency Dominion Inc. Fusion allows DOM-Based XSS. This issue affects Fusion: from n/a through 1.6.3.,6.5,Agency Dominion Inc.,Fusion,2025-03-31T12:55:15.636Z,no,1.0,CWE-79,1.0
CVE-2025-31550,WordPress WP-LESS plugin <= 1.9.3-3 - Sensitive Data Exposure vulnerability,Insertion of Sensitive Information into Externally-Accessible File or Directory vulnerability in thom4 WP-LESS allows Retrieve Embedded Sensitive Data. This issue affects WP-LESS: from 1.9.3 through 3.,5.8,thom4,WP-LESS,2025-04-01T20:58:12.160Z,no,1.0,CWE-538,1.0
CVE-2025-31551,WordPress Salesmate Add-On for Gravity Forms plugin <= 2.0.3 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Salesmate.io Salesmate Add-On for Gravity Forms allows SQL Injection. This issue affects Salesmate Add-On for Gravity Forms: from n/a through 2.0.3.,9.3,Salesmate.io,Salesmate Add-On for Gravity Forms,2025-04-01T20:58:12.306Z,no,1.0,CWE-89,1.0
CVE-2025-31552,WordPress RSVPMarker plugin <= 11.4.8 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in davidfcarr RSVPMarker  allows SQL Injection. This issue affects RSVPMarker : from n/a through 11.4.8.,9.3,davidfcarr,RSVPMarker,2025-04-01T20:58:12.477Z,no,1.0,CWE-89,1.0
CVE-2025-31553,WordPress Advanced WooCommerce Product Sales Reporting plugin <= 3.1 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in WPFactory Advanced WooCommerce Product Sales Reporting allows SQL Injection. This issue affects Advanced WooCommerce Product Sales Reporting: from n/a through 3.1.,9.3,WPFactory,Advanced WooCommerce Product Sales Reporting,2025-04-01T20:58:12.647Z,no,1.0,CWE-89,1.0
CVE-2025-31555,WordPress ContentMX Content Publisher plugin <= 1.0.6 - Broken Access Control vulnerability,Missing Authorization vulnerability in ContentMX ContentMX Content Publisher allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects ContentMX Content Publisher: from n/a through 1.0.6.,5.4,ContentMX,ContentMX Content Publisher,2025-03-31T12:55:16.248Z,no,1.0,CWE-862,1.0
CVE-2025-31556,WordPress IMPress for IDX Broker plugin <= 3.2.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in IDX Broker IMPress for IDX Broker allows Stored XSS. This issue affects IMPress for IDX Broker: from n/a through 3.2.3.,6.5,IDX Broker,IMPress for IDX Broker,2025-03-31T12:55:16.808Z,no,1.0,CWE-79,1.0
CVE-2025-31557,WordPress OSM – OpenStreetMap plugin <= 6.1.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in MiKa OSM – OpenStreetMap allows DOM-Based XSS. This issue affects OSM – OpenStreetMap: from n/a through 6.1.6.,6.5,MiKa,OSM – OpenStreetMap,2025-03-31T12:55:17.473Z,no,1.0,CWE-79,1.0
CVE-2025-31559,WordPress Custom Database Applications by Caspio plugin <= 2.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Caspio Bridge Custom Database Applications by Caspio allows DOM-Based XSS. This issue affects Custom Database Applications by Caspio: from n/a through 2.1.,6.5,Caspio Bridge,Custom Database Applications by Caspio,2025-03-31T12:55:18.120Z,no,1.0,CWE-79,1.0
CVE-2025-31560,WordPress Salon booking system plugin <= 10.11 - Privilege Escalation vulnerability,Incorrect Privilege Assignment vulnerability in Dimitri Grassi Salon booking system allows Privilege Escalation. This issue affects Salon booking system: from n/a through 10.11.,7.2,Dimitri Grassi,Salon booking system,2025-04-01T20:58:12.843Z,no,1.0,CWE-266,1.0
CVE-2025-31561,WordPress Ultimate Push Notifications plugin <= 1.1.8 - SQL Injection vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in M. Tuhin Ultimate Push Notifications allows SQL Injection. This issue affects Ultimate Push Notifications: from n/a through 1.1.8.,8.5,M. Tuhin,Ultimate Push Notifications,2025-04-01T20:58:13.000Z,no,1.0,CWE-89,1.0
CVE-2025-31562,WordPress Uptime Robot Plugin for WordPress plugin <= 2.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Aphotrax Uptime Robot Plugin for WordPress allows DOM-Based XSS. This issue affects Uptime Robot Plugin for WordPress: from n/a through 2.3.,6.5,Aphotrax,Uptime Robot Plugin for WordPress,2025-03-31T12:55:18.631Z,no,1.0,CWE-79,1.0
